county,state_name,cbsa,fips,cbsa_code
Cortland County,New York,"Cortland, NY",36023,18660
Benton County,Oregon,"Corvallis, OR",41003,18700
Coshocton County,Ohio,"Coshocton, OH",39031,18740
Moffat County,Colorado,"Craig, CO",8081,18780
Montgomery County,Indiana,"Crawfordsville, IN",18107,18820
Del Norte County,California,"Crescent City, CA",6015,18860
Okaloosa County,Florida,"Crestview-Fort Walton Beach-Destin, FL",12091,18880
Walton County,Florida,"Crestview-Fort Walton Beach-Destin, FL",12131,18880
Cumberland County,Tennessee,"Crossville, TN",47035,18900
Cullman County,Alabama,"Cullman, AL",1043,18980
Jackson County,North Carolina,"Cullowhee, NC",37099,19000
Swain County,North Carolina,"Cullowhee, NC",37173,19000
Allegany County,Maryland,"Cumberland, MD-WV",24001,19060
Mineral County,West Virginia,"Cumberland, MD-WV",54057,19060
Collin County,Texas,"Dallas-Fort Worth-Arlington, TX",48085,19100
Dallas County,Texas,"Dallas-Fort Worth-Arlington, TX",48113,19100
Denton County,Texas,"Dallas-Fort Worth-Arlington, TX",48121,19100
Ellis County,Texas,"Dallas-Fort Worth-Arlington, TX",48139,19100
Hunt County,Texas,"Dallas-Fort Worth-Arlington, TX",48231,19100
Kaufman County,Texas,"Dallas-Fort Worth-Arlington, TX",48257,19100
Rockwall County,Texas,"Dallas-Fort Worth-Arlington, TX",48397,19100
Johnson County,Texas,"Dallas-Fort Worth-Arlington, TX",48251,19100
Parker County,Texas,"Dallas-Fort Worth-Arlington, TX",48367,19100
Tarrant County,Texas,"Dallas-Fort Worth-Arlington, TX",48439,19100
Wise County,Texas,"Dallas-Fort Worth-Arlington, TX",48497,19100
Murray County,Georgia,"Dalton, GA",13213,19140
Whitfield County,Georgia,"Dalton, GA",13313,19140
Vermilion County,Illinois,"Danville, IL",17183,19180
Boyle County,Kentucky,"Danville, KY",21021,19220
Lincoln County,Kentucky,"Danville, KY",21137,19220
Pittsylvania County,Virginia,"Danville, VA",51143,19260
Danville city,Virginia,"Danville, VA",51590,19260
Baldwin County,Alabama,"Daphne-Fairhope-Foley, AL",1003,19300
Henry County,Illinois,"Davenport-Moline-Rock Island, IA-IL",17073,19340
Mercer County,Illinois,"Davenport-Moline-Rock Island, IA-IL",17131,19340
Rock Island County,Illinois,"Davenport-Moline-Rock Island, IA-IL",17161,19340
Scott County,Iowa,"Davenport-Moline-Rock Island, IA-IL",19163,19340
Rhea County,Tennessee,"Dayton, TN",47143,19420
Greene County,Ohio,"Dayton-Kettering, OH",39057,19430
Miami County,Ohio,"Dayton-Kettering, OH",39109,19430
Montgomery County,Ohio,"Dayton-Kettering, OH",39113,19430
Lawrence County,Alabama,"Decatur, AL",1079,19460
Morgan County,Alabama,"Decatur, AL",1103,19460
Macon County,Illinois,"Decatur, IL",17115,19500
Adams County,Indiana,"Decatur, IN",18001,19540
Defiance County,Ohio,"Defiance, OH",39039,19580
Val Verde County,Texas,"Del Rio, TX",48465,19620
Flagler County,Florida,"Deltona-Daytona Beach-Ormond Beach, FL",12035,19660
Volusia County,Florida,"Deltona-Daytona Beach-Ormond Beach, FL",12127,19660
Luna County,New Mexico,"Deming, NM",35029,19700
Adams County,Colorado,"Denver-Aurora-Lakewood, CO",8001,19740
Arapahoe County,Colorado,"Denver-Aurora-Lakewood, CO",8005,19740
Broomfield County,Colorado,"Denver-Aurora-Lakewood, CO",8014,19740
Clear Creek County,Colorado,"Denver-Aurora-Lakewood, CO",8019,19740
Denver County,Colorado,"Denver-Aurora-Lakewood, CO",8031,19740
Douglas County,Colorado,"Denver-Aurora-Lakewood, CO",8035,19740
Elbert County,Colorado,"Denver-Aurora-Lakewood, CO",8039,19740
Gilpin County,Colorado,"Denver-Aurora-Lakewood, CO",8047,19740
Jefferson County,Colorado,"Denver-Aurora-Lakewood, CO",8059,19740
Park County,Colorado,"Denver-Aurora-Lakewood, CO",8093,19740
Beauregard Parish,Louisiana,"DeRidder, LA",22011,19760
Dallas County,Iowa,"Des Moines-West Des Moines, IA",19049,19780
Guthrie County,Iowa,"Des Moines-West Des Moines, IA",19077,19780
Jasper County,Iowa,"Des Moines-West Des Moines, IA",19099,19780
Madison County,Iowa,"Des Moines-West Des Moines, IA",19121,19780
Polk County,Iowa,"Des Moines-West Des Moines, IA",19153,19780
Warren County,Iowa,"Des Moines-West Des Moines, IA",19181,19780
Wayne County,Michigan,"Detroit-Warren-Dearborn, MI",26163,19820
Lapeer County,Michigan,"Detroit-Warren-Dearborn, MI",26087,19820
Livingston County,Michigan,"Detroit-Warren-Dearborn, MI",26093,19820
Macomb County,Michigan,"Detroit-Warren-Dearborn, MI",26099,19820
Oakland County,Michigan,"Detroit-Warren-Dearborn, MI",26125,19820
St. Clair County,Michigan,"Detroit-Warren-Dearborn, MI",26147,19820
Billings County,North Dakota,"Dickinson, ND",38007,19860
Stark County,North Dakota,"Dickinson, ND",38089,19860
Lee County,Illinois,"Dixon, IL",17103,19940
Ford County,Kansas,"Dodge City, KS",20057,19980
Geneva County,Alabama,"Dothan, AL",1061,20020
Henry County,Alabama,"Dothan, AL",1067,20020
Houston County,Alabama,"Dothan, AL",1069,20020
Atkinson County,Georgia,"Douglas, GA",13003,20060
Coffee County,Georgia,"Douglas, GA",13069,20060
Kent County,Delaware,"Dover, DE",10001,20100
Johnson County,Georgia,"Dublin, GA",13167,20140
Laurens County,Georgia,"Dublin, GA",13175,20140
Treutlen County,Georgia,"Dublin, GA",13283,20140
Clearfield County,Pennsylvania,"DuBois, PA",42033,20180
Dubuque County,Iowa,"Dubuque, IA",19061,20220
Carlton County,Minnesota,"Duluth, MN-WI",27017,20260
Lake County,Minnesota,"Duluth, MN-WI",27075,20260
St. Louis County,Minnesota,"Duluth, MN-WI",27137,20260
Douglas County,Wisconsin,"Duluth, MN-WI",55031,20260
Moore County,Texas,"Dumas, TX",48341,20300
Stephens County,Oklahoma,"Duncan, OK",40137,20340
La Plata County,Colorado,"Durango, CO",8067,20420
Bryan County,Oklahoma,"Durant, OK",40013,20460
Chatham County,North Carolina,"Durham-Chapel Hill, NC",37037,20500
Durham County,North Carolina,"Durham-Chapel Hill, NC",37063,20500
Granville County,North Carolina,"Durham-Chapel Hill, NC",37077,20500
Orange County,North Carolina,"Durham-Chapel Hill, NC",37135,20500
Person County,North Carolina,"Durham-Chapel Hill, NC",37145,20500
Dyer County,Tennessee,"Dyersburg, TN",47045,20540
Maverick County,Texas,"Eagle Pass, TX",48323,20580
Talbot County,Maryland,"Easton, MD",24041,20660
Monroe County,Pennsylvania,"East Stroudsburg, PA",42089,20700
Chippewa County,Wisconsin,"Eau Claire, WI",55017,20740
Eau Claire County,Wisconsin,"Eau Claire, WI",55035,20740
Eagle County,Colorado,"Edwards, CO",8037,20780
Effingham County,Illinois,"Effingham, IL",17049,20820
Wharton County,Texas,"El Campo, TX",48481,20900
Imperial County,California,"El Centro, CA",6025,20940
Union County,Arkansas,"El Dorado, AR",5139,20980
Pasquotank County,North Carolina,"Elizabeth City, NC",37139,21020
Perquimans County,North Carolina,"Elizabeth City, NC",37143,21020
Hardin County,Kentucky,"Elizabethtown-Fort Knox, KY",21093,21060
Larue County,Kentucky,"Elizabethtown-Fort Knox, KY",21123,21060
Meade County,Kentucky,"Elizabethtown-Fort Knox, KY",21163,21060
Beckham County,Oklahoma,"Elk City, OK",40009,21120
Elkhart County,Indiana,"Elkhart-Goshen, IN",18039,21140
Randolph County,West Virginia,"Elkins, WV",54083,21180
Elko County,Nevada,"Elko, NV",32007,21220
Eureka County,Nevada,"Elko, NV",32011,21220
Kittitas County,Washington,"Ellensburg, WA",53037,21260
Chemung County,New York,"Elmira, NY",36015,21300
El Paso County,Texas,"El Paso, TX",48141,21340
Hudspeth County,Texas,"El Paso, TX",48229,21340
Chase County,Kansas,"Emporia, KS",20017,21380
Lyon County,Kansas,"Emporia, KS",20111,21380
Garfield County,Oklahoma,"Enid, OK",40047,21420
Coffee County,Alabama,"Enterprise, AL",1031,21460
Erie County,Pennsylvania,"Erie, PA",42049,21500
Delta County,Michigan,"Escanaba, MI",26041,21540
Rio Arriba County,New Mexico,"Española, NM",35039,21580
Barbour County,Alabama,"Eufaula, AL-GA",1005,21640
Quitman County,Georgia,"Eufaula, AL-GA",13239,21640
Lane County,Oregon,"Eugene-Springfield, OR",41039,21660
Humboldt County,California,"Eureka-Arcata, CA",6023,21700
Uinta County,Wyoming,"Evanston, WY",56041,21740
Posey County,Indiana,"Evansville, IN-KY",18129,21780
Vanderburgh County,Indiana,"Evansville, IN-KY",18163,21780
Warrick County,Indiana,"Evansville, IN-KY",18173,21780
Henderson County,Kentucky,"Evansville, IN-KY",21101,21780
Fairbanks North Star Borough,Alaska,"Fairbanks, AK",2090,21820
Jefferson County,Iowa,"Fairfield, IA",19101,21840
Martin County,Minnesota,"Fairmont, MN",27091,21860
Marion County,West Virginia,"Fairmont, WV",54049,21900
Churchill County,Nevada,"Fallon, NV",32001,21980
Clay County,Minnesota,"Fargo, ND-MN",27027,22020
Cass County,North Dakota,"Fargo, ND-MN",38017,22020
Rice County,Minnesota,"Faribault-Northfield, MN",27131,22060
St. Francois County,Missouri,"Farmington, MO",29187,22100
San Juan County,New Mexico,"Farmington, NM",35045,22140
Cumberland County,North Carolina,"Fayetteville, NC",37051,22180
Harnett County,North Carolina,"Fayetteville, NC",37085,22180
Hoke County,North Carolina,"Fayetteville, NC",37093,22180
Benton County,Arkansas,"Fayetteville-Springdale-Rogers, AR",5007,22220
Madison County,Arkansas,"Fayetteville-Springdale-Rogers, AR",5087,22220
Washington County,Arkansas,"Fayetteville-Springdale-Rogers, AR",5143,22220
Otter Tail County,Minnesota,"Fergus Falls, MN",27111,22260
Lyon County,Nevada,"Fernley, NV",32019,22280
Hancock County,Ohio,"Findlay, OH",39063,22300
Ben Hill County,Georgia,"Fitzgerald, GA",13017,22340
Coconino County,Arizona,"Flagstaff, AZ",4005,22380
Genesee County,Michigan,"Flint, MI",26049,22420
Darlington County,South Carolina,"Florence, SC",45031,22500
Florence County,South Carolina,"Florence, SC",45041,22500
Colbert County,Alabama,"Florence-Muscle Shoals, AL",1033,22520
Lauderdale County,Alabama,"Florence-Muscle Shoals, AL",1077,22520
Fond du Lac County,Wisconsin,"Fond du Lac, WI",55039,22540
Rutherford County,North Carolina,"Forest City, NC",37161,22580
St. Francis County,Arkansas,"Forrest City, AR",5123,22620
Larimer County,Colorado,"Fort Collins, CO",8069,22660
Webster County,Iowa,"Fort Dodge, IA",19187,22700
Pulaski County,Missouri,"Fort Leonard Wood, MO",29169,22780
Hancock County,Illinois,"Fort Madison-Keokuk, IA-IL-MO",17067,22800
Lee County,Iowa,"Fort Madison-Keokuk, IA-IL-MO",19111,22800
Clark County,Missouri,"Fort Madison-Keokuk, IA-IL-MO",29045,22800
Morgan County,Colorado,"Fort Morgan, CO",8087,22820
DeKalb County,Alabama,"Fort Payne, AL",1049,22840
Vernon Parish,Louisiana,"Fort Polk South, LA",22115,22860
Crawford County,Arkansas,"Fort Smith, AR-OK",5033,22900
Franklin County,Arkansas,"Fort Smith, AR-OK",5047,22900
Sebastian County,Arkansas,"Fort Smith, AR-OK",5131,22900
Sequoyah County,Oklahoma,"Fort Smith, AR-OK",40135,22900
Allen County,Indiana,"Fort Wayne, IN",18003,23060
Whitley County,Indiana,"Fort Wayne, IN",18183,23060
Clinton County,Indiana,"Frankfort, IN",18023,23140
Anderson County,Kentucky,"Frankfort, KY",21005,23180
Franklin County,Kentucky,"Frankfort, KY",21073,23180
Gillespie County,Texas,"Fredericksburg, TX",48171,23240
Stephenson County,Illinois,"Freeport, IL",17177,23300
Dodge County,Nebraska,"Fremont, NE",31053,23340
Sandusky County,Ohio,"Fremont, OH",39143,23380
Fresno County,California,"Fresno, CA",6019,23420
Etowah County,Alabama,"Gadsden, AL",1055,23460
Cherokee County,South Carolina,"Gaffney, SC",45021,23500
Alachua County,Florida,"Gainesville, FL",12001,23540
Gilchrist County,Florida,"Gainesville, FL",12041,23540
Levy County,Florida,"Gainesville, FL",12075,23540
Hall County,Georgia,"Gainesville, GA",13139,23580
Cooke County,Texas,"Gainesville, TX",48097,23620
Knox County,Illinois,"Galesburg, IL",17095,23660
McKinley County,New Mexico,"Gallup, NM",35031,23700
Finney County,Kansas,"Garden City, KS",20055,23780
Kearny County,Kansas,"Garden City, KS",20093,23780
Douglas County,Nevada,"Gardnerville Ranchos, NV",32005,23820
Georgetown County,South Carolina,"Georgetown, SC",45043,23860
Adams County,Pennsylvania,"Gettysburg, PA",42001,23900
Campbell County,Wyoming,"Gillette, WY",56005,23940
Crook County,Wyoming,"Gillette, WY",56011,23940
Weston County,Wyoming,"Gillette, WY",56045,23940
Barren County,Kentucky,"Glasgow, KY",21009,23980
Metcalfe County,Kentucky,"Glasgow, KY",21169,23980
Warren County,New York,"Glens Falls, NY",36113,24020
Washington County,New York,"Glens Falls, NY",36115,24020
Garfield County,Colorado,"Glenwood Springs, CO",8045,24060
Pitkin County,Colorado,"Glenwood Springs, CO",8097,24060
Fulton County,New York,"Gloversville, NY",36035,24100
Wayne County,North Carolina,"Goldsboro, NC",37191,24140
Hood County,Texas,"Granbury, TX",48221,24180
Polk County,Minnesota,"Grand Forks, ND-MN",27119,24220
Grand Forks County,North Dakota,"Grand Forks, ND-MN",38035,24220
Hall County,Nebraska,"Grand Island, NE",31079,24260
Howard County,Nebraska,"Grand Island, NE",31093,24260
Merrick County,Nebraska,"Grand Island, NE",31121,24260
Mesa County,Colorado,"Grand Junction, CO",8077,24300
Itasca County,Minnesota,"Grand Rapids, MN",27061,24330
Ionia County,Michigan,"Grand Rapids-Kentwood, MI",26067,24340
Kent County,Michigan,"Grand Rapids-Kentwood, MI",26081,24340
Montcalm County,Michigan,"Grand Rapids-Kentwood, MI",26117,24340
Ottawa County,Michigan,"Grand Rapids-Kentwood, MI",26139,24340
Cibola County,New Mexico,"Grants, NM",35006,24380
Josephine County,Oregon,"Grants Pass, OR",41033,24420
Barton County,Kansas,"Great Bend, KS",20009,24460
Cascade County,Montana,"Great Falls, MT",30013,24500
Weld County,Colorado,"Greeley, CO",8123,24540
Brown County,Wisconsin,"Green Bay, WI",55009,24580
Kewaunee County,Wisconsin,"Green Bay, WI",55061,24580
Oconto County,Wisconsin,"Green Bay, WI",55083,24580
Greene County,Tennessee,"Greeneville, TN",47059,24620
Guilford County,North Carolina,"Greensboro-High Point, NC",37081,24660
Randolph County,North Carolina,"Greensboro-High Point, NC",37151,24660
Rockingham County,North Carolina,"Greensboro-High Point, NC",37157,24660
Decatur County,Indiana,"Greensburg, IN",18031,24700
Washington County,Mississippi,"Greenville, MS",28151,24740
Pitt County,North Carolina,"Greenville, NC",37147,24780
Darke County,Ohio,"Greenville, OH",39037,24820
Anderson County,South Carolina,"Greenville-Anderson, SC",45007,24860
Greenville County,South Carolina,"Greenville-Anderson, SC",45045,24860
Laurens County,South Carolina,"Greenville-Anderson, SC",45059,24860
Pickens County,South Carolina,"Greenville-Anderson, SC",45077,24860
Carroll County,Mississippi,"Greenwood, MS",28015,24900
Leflore County,Mississippi,"Greenwood, MS",28083,24900
Greenwood County,South Carolina,"Greenwood, SC",45047,24940
Grenada County,Mississippi,"Grenada, MS",28043,24980
Arroyo Municipio,Puerto Rico,"Guayama, PR",72015,25020
Guayama Municipio,Puerto Rico,"Guayama, PR",72057,25020
Patillas Municipio,Puerto Rico,"Guayama, PR",72109,25020
Hancock County,Mississippi,"Gulfport-Biloxi, MS",28045,25060
Harrison County,Mississippi,"Gulfport-Biloxi, MS",28047,25060
Jackson County,Mississippi,"Gulfport-Biloxi, MS",28059,25060
Stone County,Mississippi,"Gulfport-Biloxi, MS",28131,25060
Texas County,Oklahoma,"Guymon, OK",40139,25100
Washington County,Maryland,"Hagerstown-Martinsburg, MD-WV",24043,25180
Berkeley County,West Virginia,"Hagerstown-Martinsburg, MD-WV",54003,25180
Morgan County,West Virginia,"Hagerstown-Martinsburg, MD-WV",54065,25180
Blaine County,Idaho,"Hailey, ID",16013,25200
Camas County,Idaho,"Hailey, ID",16025,25200
Tangipahoa Parish,Louisiana,"Hammond, LA",22105,25220
Kings County,California,"Hanford-Corcoran, CA",6031,25260
Marion County,Missouri,"Hannibal, MO",29127,25300
Ralls County,Missouri,"Hannibal, MO",29173,25300
Cumberland County,Pennsylvania,"Harrisburg-Carlisle, PA",42041,25420
Dauphin County,Pennsylvania,"Harrisburg-Carlisle, PA",42043,25420
Perry County,Pennsylvania,"Harrisburg-Carlisle, PA",42099,25420
Boone County,Arkansas,"Harrison, AR",5009,25460
Newton County,Arkansas,"Harrison, AR",5101,25460
Rockingham County,Virginia,"Harrisonburg, VA",51165,25500
Harrisonburg city,Virginia,"Harrisonburg, VA",51660,25500
Hartford County,Connecticut,"Hartford-East Hartford-Middletown, CT",9003,25540
Middlesex County,Connecticut,"Hartford-East Hartford-Middletown, CT",9007,25540
Tolland County,Connecticut,"Hartford-East Hartford-Middletown, CT",9013,25540
Adams County,Nebraska,"Hastings, NE",31001,25580
Covington County,Mississippi,"Hattiesburg, MS",28031,25620
